ens_gene	pval	qval	b	se_b	mean_obs	var_obs	sigma_q_sq	sigma_sq	smooth_sigma_sq	smooth_sigma_sq_pmax	ext_gene
ENSG00000114019	3.55213595307939e-14	5.81236006002381e-10	-0.478852549878534	0.0632029888453544	5.13945146015145	1.49225093633871	0.00521549928456017	0.0307360609063138	0.00729265248234003	0.0307360609063138	AMOTL2
ENSG00000183853	1.46476452579362e-12	7.98931397852035e-09	-0.20257840979933	0.0286217230509715	9.14977953956824	0.307386923080208	0.000196194163486685	0.00717663311017195	0.00338568541866987	0.00717663311017195	KIRREL1
ENSG00000225648	1.12500801519325e-12	7.98931397852035e-09	-0.173680190525149	0.0244129072327049	6.46557431601547	0.202203754088905	0.00176349401447828	0.00309495984430419	0.00360041634149563	0.00360041634149563	SBDSP1
ENSG00000105137	7.3196854670843e-12	2.99430033244751e-08	-0.169136554131218	0.024686888254975	7.32666473947041	0.277844458324129	0.00217995193167422	0.00330503013374838	0.00314444872770281	0.00330503013374838	SYDE1
ENSG00000119408	1.06278196557876e-11	3.47806026055306e-08	-0.156095097028873	0.0229628167921531	8.03648107710477	0.0934793557337886	0.00155759607289266	0.00318802252237722	0.00309509706575349	0.00318802252237722	NEK6
ENSG00000165389	1.83439614612559e-10	5.00270402317551e-07	0.159494727514316	0.0250203458498733	7.65784480504091	0.197866234896762	0.000527219063955502	0.00510694029406996	0.0031006391954902	0.00510694029406996	SPTSSA
ENSG00000164683	9.79508014605524e-09	2.2896699489986e-05	0.214584716729304	0.0374216518397734	6.08219281963751	1.9359991126805	0.00852496378739363	0.00400798923543433	0.00407845645036132	0.00407845645036132	HEY1
ENSG00000164741	2.92649880622531e-08	5.98578749578309e-05	-0.198267747948922	0.0357511149008076	6.19807673841889	1.00659548528234	0.00599478038814049	0.00550849956171625	0.00389389919318207	0.00550849956171625	DLC1
ENSG00000150457	6.4617056524478e-08	0.000117480988434448	-0.133347778394299	0.0246687706747064	6.57353024343758	0.143469779094527	0.00196826443191914	0.00218583339058438	0.00350866978749216	0.00350866978749216	LATS2
ENSG00000134013	1.24008683653831e-07	0.000184468553693421	-0.271548550376478	0.0513568334477943	6.10544843041342	2.57893540317643	0.0061424762974017	0.0175952427786586	0.00404007967687625	0.0175952427786586	LOXL2
ENSG00000150938	1.13910883401379e-07	0.000184468553693421	-0.337391276940529	0.0636226410290953	4.15812606403325	3.92556718529795	0.0191161882575087	0.0171202062084721	0.0173143758061454	0.0173143758061454	CRIM1
ENSG00000064666	1.40277105763693e-07	0.000191279523467609	-0.195301963550198	0.0370951999855192	6.98264107343932	0.600211541744569	0.00179402724843406	0.0105904575092569	0.00326489830555021	0.0105904575092569	CNN2
ENSG00000065308	2.19285975035931e-07	0.00025629831496521	-0.100862223644349	0.0194632121691109	8.33232255283693	0.489554929246722	0.000283525062407036	0.0030558691637577	0.00312582458905142	0.00312582458905142	TRAM2
ENSG00000204387	2.06236338384549e-07	0.00025629831496521	-0.19861423958163	0.0382419157986651	5.88567075501278	0.229338862331469	0.00476596802936535	0.00839602908620438	0.00442776963013981	0.00839602908620438	C6orf48
ENSG00000103966	2.51052036427863e-07	0.000273864298137942	-0.13203737688313	0.0256039479752669	7.71237956870893	0.420182670836438	0.000435938668058295	0.00546412069922325	0.00309735276887085	0.00546412069922325	EHD4
ENSG00000054793	3.53656759527531e-07	0.000294223431062172	0.138515087763957	0.02720063430935	7.71979676381072	0.590998521560389	0.00125865424274709	0.00540021631873181	0.00309694744523469	0.00540021631873181	ATP9A
ENSG00000087077	2.93022334284833e-07	0.000294223431062172	-0.181150556236642	0.0353265947391599	6.83510007596486	1.82814223970004	0.00380331975529677	0.00742839490748678	0.00332816400138063	0.00742839490748678	TRIP6
ENSG00000099904	3.34741444214515e-07	0.000294223431062172	-0.12873814455338	0.0252291369299971	6.82829046182005	0.102755177427969	0.00239708834865979	0.00147624163159519	0.00333149580343312	0.00333149580343312	ZDHHC8
ENSG00000143067	3.59620400980471e-07	0.000294223431062172	0.101787709712713	0.0200008184345644	8.01686053332329	0.515402510375602	0.000477622838244534	0.00312267180422715	0.00309418038033191	0.00312267180422715	ZNF697
ENSG00000285976	3.40342831472482e-07	0.000294223431062172	0.105795083210524	0.020745695068256	8.11465790786459	0.272431208515733	0.000773329419813099	0.00263712821537948	0.00310012535497244	0.00310012535497244	AL135905.2
ENSG00000006327	6.09934700658089e-07	0.000453652795766742	-0.30171938801779	0.0604885097126797	7.35564719357753	1.12533083737438	0.00124130125258582	0.0316884370127627	0.00313820372517103	0.0316884370127627	TNFRSF12A
ENSG00000117877	5.99985487405292e-07	0.000453652795766742	-0.186811583138131	0.0374280266846316	6.13072207947912	0.155818233415039	0.00656469497122749	0.00604301966232197	0.00399866038108404	0.00604301966232197	CD3EAP
ENSG00000163755	6.71632693635904e-07	0.000477822859389752	0.114288735517402	0.0229985363029865	7.47838010719099	0.515923006078097	0.00164266977223344	0.00184658862240382	0.00311772427648464	0.00311772427648464	HPS3
ENSG00000134107	1.00536023468295e-06	0.000685446230004882	0.15608291897118	0.031914970237947	7.0785831475788	1.09286748331468	0.00241083231267197	0.00675625561492943	0.00322658207153777	0.00675625561492943	BHLHE40
ENSG00000116679	1.1459496910269e-06	0.000750046991770927	0.113639005480685	0.0233596257515424	8.73053868138188	0.737681632348251	0.000303916755656117	0.00460713228161299	0.00321882819354193	0.00460713228161299	IVNS1ABP
ENSG00000104904	1.25581095562839e-06	0.000790339794882588	-0.102373893293782	0.0211227291893927	9.96242937846043	0.0412381904697003	6.87720289195324e-05	0.00324280036982988	0.00394675516675628	0.00394675516675628	OAZ1
ENSG00000136521	1.37246640093286e-06	0.000831765471054236	0.0967185170283677	0.0200288423018938	7.56233415033139	0.0874212473251223	0.000502149666527785	0.00266901581194113	0.00310824104905937	0.00310824104905937	NDUFB5
ENSG00000122042	1.43215096974272e-06	0.000836938797067862	0.0959618620309027	0.0199071283816296	8.27914394032164	0.93611047763186	0.000448700999651705	0.00093068212879899	0.00311794284397245	0.00311794284397245	UBL3
ENSG00000213977	1.51415511310999e-06	0.000854348969510993	-0.13891515342299	0.0288843421261703	7.77685672607001	0.29033792927173	0.000458412536529636	0.00705033444402528	0.00309411086663006	0.00705033444402528	TAX1BP3
ENSG00000168216	1.5681565984543e-06	0.000855324880683591	0.111146554261705	0.0231442095945943	6.85211105465661	0.177291700332568	0.00150083166990312	0.0010807774335873	0.00332005826992346	0.00332005826992346	LMBRD1
ENSG00000167767	2.21298356365236e-06	0.0011680983887756	-0.93835446679113	0.19826066225299	3.28453869907749	7.53792779446815	0.117191883597207	0.236573728175741	0.0356803363966494	0.236573728175741	KRT80
ENSG00000111252	2.52730593300258e-06	0.00129232209317879	0.0937178534207599	0.0199149083605954	8.04968084324274	0.735283457996335	0.00028786356408513	0.00328156861101309	0.00309579160376639	0.00328156861101309	SH2B3
ENSG00000104763	2.64247045408977e-06	0.0013102649709173	0.121442921797608	0.0258564305871555	9.04585256506731	1.43705516293948	0.00084539202349556	0.00517160300087998	0.00333732238562764	0.00517160300087998	ASAH1
ENSG00000170340	2.81521518171647e-06	0.00135306209464292	0.101757548788081	0.0217251446365816	7.19456656278668	0.257229695097194	0.00106652635000156	0.00295683320207659	0.00318131083532196	0.00318131083532196	B3GNT2
ENSG00000172009	2.89416203095411e-06	0.00135306209464292	-0.0962397051315287	0.0205719892578658	7.24618157182234	0.0638789181555869	0.000608208737154723	0.003200651941077	0.00316514592917587	0.003200651941077	THOP1
ENSG00000136888	3.53988038381094e-06	0.00160897396445274	0.0897239071393362	0.0193507440845132	7.81148898815966	0.192271844274408	0.000277209384189223	0.00183365005863382	0.00309285228542969	0.00309285228542969	ATP6V1G1
ENSG00000164615	4.10134150585024e-06	0.00181379056919534	0.109320364437031	0.0237334132336345	7.13037601669317	0.19508198334693	0.00186450307480988	0.00215954200642077	0.00320497105865623	0.00320497105865623	CAMLG
ENSG00000181019	4.42563304264368e-06	0.00190570088096786	0.118748590831152	0.0258693394004333	9.90874930036208	0.769866478009215	8.02835191766593e-05	0.00594272096995662	0.00389853438613646	0.00594272096995662	NQO1
ENSG00000196975	5.02142361451059e-06	0.00206892951558672	0.0951371477700997	0.020845623765387	7.48993623550869	0.194077893898797	0.000794631451697419	0.00258120691776744	0.00311622881981518	0.00311622881981518	ANXA4
ENSG00000229300	5.05757994398758e-06	0.00206892951558672	-0.200384870453425	0.0439210787704792	6.56262703913356	0.26579659111563	0.00107233757397383	0.0162892128692899	0.00351781731685094	0.0162892128692899	C6orf48
ENSG00000123636	6.00558753677181e-06	0.00239681533815115	0.192217334749723	0.0424677770966738	5.26970612493217	0.274881767555016	0.00969782372971385	0.00334156187337101	0.00653378509408107	0.00653378509408107	BAZ2B
