gene_id	symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000283208	AC001226.2	1.2579513595911593	-1.3741581744198075	5.104225391690027	1.289086035231722e-5	0.15157914241276446	2.7427931729973976
ENSG00000171552	BCL2L1	-0.409938537820949	6.050222926521012	-4.925792616542443	2.190745915150826e-5	0.15157914241276446	2.10814259198928
ENSG00000243547	HNRNPKP4	-2.1028832269441526	-3.0226479212122115	-4.703961963051586	4.2244145911783447e-5	0.15157914241276446	1.345745909795225
ENSG00000241278	ENPP7P4	2.253750796354657	-2.868601724880882	4.830183429924358	2.908620075997126e-5	0.15157914241276446	1.2526411404591986
ENSG00000162426	SLC45A1	1.411888910749747	-2.7648349167797455	4.496767801803044	7.771364472638414e-5	0.20349175766919528	1.1923042989655128
ENSG00000198915	RASGEF1A	-2.2148233838616758	-4.299206785988959	-4.701312662389852	4.2575775758254006e-5	0.15157914241276446	0.9948736839358174
ENSG00000275153	TBC1D3K	3.4327609347253265	-0.14962439532591099	4.244820110647178	1.620071666250185e-4	0.260511012814268	0.6902374669713369
ENSG00000239374	AC090013.1	2.4806852977479767	-4.788987979642345	4.666210012403608	4.7220916639490486e-5	0.15157914241276446	0.6890240960869249
ENSG00000189350	TOGARAM2	0.7224993557308583	0.3367687209318251	4.141451668406991	2.1842449028776885e-4	0.260511012814268	0.6035113368499871
ENSG00000233588	CYP51A1P2	2.4054400302019263	-4.322339475775251	4.468094122883693	8.452409456664394e-5	0.20349175766919528	0.4376021515690889
ENSG00000234589	AC125807.1	1.9253389290520313	-3.14094216761531	4.329378988057673	1.2672563958591706e-4	0.260511012814268	0.34871477394659856
ENSG00000099840	IZUMO4	1.1691328943408734	-1.0819786087114436	4.018303267060045	3.110983019069659e-4	0.260511012814268	0.2517326584571684
ENSG00000204622	HLA-J	1.830475279814946	-2.6046946568859255	4.121383742937105	2.314238856933076e-4	0.260511012814268	0.22573333421716502
ENSG00000206579	XKR4	1.0811126076421682	-1.7497461770989715	4.052570392041944	2.820163067380222e-4	0.260511012814268	0.19870128387165575
ENSG00000174255	ZNF80	1.6040553251040053	-2.325479504300566	4.0752020329251915	2.642856673157626e-4	0.260511012814268	0.1787136634058415
ENSG00000109321	AREG	1.4751935714954985	-2.207930403137028	3.959553019637052	3.679210745374378e-4	0.27080107009025056	0.10393648572808356
ENSG00000227825	SLC9A7P1	1.7899298322251802	-2.8336448478983387	4.083983796896512	2.5770355005300523e-4	0.260511012814268	0.03179741586103102
ENSG00000179397	CATSPERE	1.1380538659209634	-1.8623608463320205	3.957957473340576	3.695977702104026e-4	0.27080107009025056	0.0076132618417883435
ENSG00000244457	ENO1P1	1.093269202309323	-0.6597763697397285	3.8461746956804546	5.076020629305132e-4	0.2715671036678246	-0.16427809858291198
