ens_gene	pval	qval	b	se_b	mean_obs	var_obs	sigma_q_sq	sigma_sq	smooth_sigma_sq	smooth_sigma_sq_pmax	ext_gene
ENSG00000187773	3.71680511491099e-16	6.03460478456948e-12	-5.54472044290576	0.680546783492877	3.48273822853036	8.97746531349107	0.0361036509236861	1.81647204716632	0.969479327420162	1.81647204716632	FAM69C
ENSG00000143772	6.08198144610688e-15	4.93735253794956e-11	-2.18936566569911	0.280607468395761	7.80070549259736	1.42427549158912	0.00145670658310501	0.313505498694807	0.105162452499602	0.313505498694807	ITPKB
ENSG00000095752	1.94668549888524e-14	1.05354619199669e-10	3.76937514406745	0.492464748033265	3.71619923029162	4.22763456511546	0.0643816240828889	0.8754328571739	0.905704488138979	0.905704488138979	IL11
ENSG00000167291	2.89487439666432e-14	1.17502951760605e-10	-2.28079090891204	0.299988190279257	7.67627953912737	1.56279854096193	0.00118628539229179	0.358785371835804	0.106134432661079	0.358785371835804	TBC1D16
ENSG00000136068	5.13632598307725e-14	1.66786777322484e-10	1.9201405830741	0.255052722232953	7.16481792071773	1.1124164980384	0.0115966286414102	0.24861093583235	0.111236263221774	0.24861093583235	FLNB
ENSG00000102575	4.57461551121787e-13	1.23789095733556e-09	-3.94679435369528	0.545335276166899	6.76494530066558	4.78480816124079	0.0538882862835166	1.13567396744459	0.120134434427104	1.13567396744459	ACP5
ENSG00000143669	1.05465829185896e-12	2.44620457523173e-09	-2.26644982901377	0.31817954890834	7.06893645865265	1.58978974892536	0.00316811637004083	0.401784785004018	0.112762535852708	0.401784785004018	LYST
ENSG00000145979	4.98403182882804e-12	9.89273780041442e-09	-1.84811692885561	0.267609150105994	7.77264149331428	1.07326369370587	0.00401279430066154	0.282445834581147	0.105366342584216	0.282445834581147	TBC1D7
ENSG00000280852	5.48377926852241e-12	9.89273780041442e-09	-1.54871318618057	0.224696900285461	6.66952737410847	0.754430984709623	0.0347023739345282	0.167252414057049	0.122569766602353	0.167252414057049	AC025048.6
ENSG00000167767	8.71822983689703e-12	1.4154917963186e-08	4.41043175742704	0.646101784437303	3.71795084171714	6.14848671542823	0.103168938709023	1.56662112470325	0.905179335598444	1.56662112470325	KRT80
ENSG00000169302	1.21432468388692e-11	1.7923432334171e-08	-4.82637271137126	0.712012218392	3.81789901839991	7.38947198477673	0.0449338093401708	1.98291178721782	0.874253542013799	1.98291178721782	STK32A
ENSG00000182287	5.44881118024305e-11	7.37224152686885e-08	-1.5881060089573	0.242158503126045	7.90310170328771	0.814195893144994	0.00124534704538188	0.233317615499606	0.104493794601178	0.233317615499606	AP1S2
ENSG00000189337	1.01981813555666e-10	1.27367440376138e-07	-2.02377314796614	0.313084503183551	6.78494548999143	1.33270782413361	0.0050817299364779	0.387005894598286	0.119634274628429	0.387005894598286	KAZN
ENSG00000107554	3.11429166780384e-10	3.61168853703308e-07	1.25333292440116	0.199163670110043	6.86656537121959	0.518941670412985	0.00139208456050667	0.157272585406301	0.117530345197455	0.157272585406301	DNMBP
ENSG00000033327	5.46497617226971e-10	5.91529020886473e-07	-2.2384803397449	0.360746401879527	5.3921207037674	1.66894157527738	0.00625417934470562	0.514297686531396	0.251142408290218	0.514297686531396	GAB2
ENSG00000003436	6.28069875079205e-10	6.37333905736623e-07	2.37409315567818	0.383957397536233	4.58715834199935	1.88119784513005	0.0137865241923105	0.575906608298877	0.526889107035758	0.575906608298877	TFPI
ENSG00000054690	9.81840118296642e-10	9.37715068274369e-07	-2.29088015361867	0.374796257215361	4.929183156947	1.76369120682499	0.0166138071793805	0.545275130511192	0.379854328287387	0.545275130511192	PLEKHH1
ENSG00000141540	1.22936709109807e-09	1.10888911617046e-06	-2.47250474785186	0.40690517707818	5.29424426216535	2.06174797606551	0.00966326823453932	0.652624024297562	0.275491090067036	0.652624024297562	TTYH2
ENSG00000196208	1.89075944958967e-09	1.61570370650199e-06	-3.20323995676658	0.533257935454209	6.22240448088436	3.48484014875863	0.0154112797514419	1.1220448231481	0.142513675435547	1.1220448231481	GREB1
ENSG00000108846	2.20859914646599e-09	1.75448642388293e-06	3.7816881012696	0.632212645700162	2.47269168083895	4.86970592127418	0.0827960178916274	1.51597529964116	1.02914570808037	1.51597529964116	ABCC3
ENSG00000109929	2.26929138344059e-09	1.75448642388293e-06	-1.02634837203414	0.17170898827872	7.29814781306637	0.34304960512459	0.00830285339302375	0.0928396068575701	0.109633053229782	0.109633053229782	SC5D
ENSG00000111670	3.09406489923465e-09	2.28341989563517e-06	-1.39966731915273	0.236169861885355	6.29132874474344	0.670938320685026	0.00131682146741575	0.221787993184375	0.138512896115541	0.221787993184375	GNPTAB
ENSG00000159387	3.60403193138664e-09	2.54413314947798e-06	-4.10705035742292	0.69594365107883	3.55263405127219	5.79229733789145	0.0637630358747007	1.87358722603303	0.951786528421857	1.87358722603303	IRX6
ENSG00000176749	4.08704287492502e-09	2.76488450488678e-06	-1.82362488971365	0.310106985321115	5.26276374598829	1.14453393315349	0.0108915445859265	0.373773824793874	0.283696390894718	0.373773824793874	CDK5R1
ENSG00000111817	4.87991695646632e-09	3.0473204501995e-06	2.96694028481393	0.507063871124639	5.06066315338724	3.03918940330594	0.0431222827714184	0.985332794828198	0.338633723457358	0.985332794828198	DSE
ENSG00000123892	4.70365465404055e-09	3.0473204501995e-06	-2.65131949968766	0.452649775721834	7.19930818631592	2.42535628254128	0.00288358436646759	0.81668369347764	0.110773072114764	0.81668369347764	RAB38
ENSG00000144583	6.40666949419173e-09	3.8525439225073e-06	5.12872296111047	0.883382106050407	2.33001253978568	9.12696996152061	0.197799826876936	2.92365595428327	1.00604449287851	2.92365595428327	MARCH4
ENSG00000157168	8.62757226584348e-09	4.84276358206612e-06	4.27270252158873	0.742340848216921	3.28184919546715	6.37014254044549	0.176580215230384	2.02769952449528	1.01236423973836	2.02769952449528	NRG1
ENSG00000196666	8.64992263364853e-09	4.84276358206612e-06	-3.16672748004322	0.550230131620785	2.8654409845323	3.45326774374507	0.156263307841869	1.00579293667205	1.05474948313184	1.05474948313184	FAM180B
ENSG00000080166	1.0058866438036e-08	5.44385851626508e-06	-6.83369235184326	1.19267198090151	7.72157329704953	16.3432504527251	0.102766784514229	5.58709903159587	0.105760248877749	5.58709903159587	DCT
ENSG00000131981	1.19528168073284e-08	6.06456042761826e-06	-2.97882307680856	0.52256406948208	8.37173755049096	3.11589605419905	0.00103338426849576	1.09125944258619	0.102926933234016	1.09125944258619	LGALS3
ENSG00000137959	1.16238067763271e-08	6.06456042761826e-06	2.93590998431384	0.514606630252162	1.70664619809327	3.02510286550247	0.11769540020793	0.941584535390012	0.833211906494659	0.941584535390012	IFI44L
ENSG00000114019	1.34237751712654e-08	6.60449738426256e-06	1.95498164849439	0.344151690995304	5.34145464158463	1.34517633613851	0.00622284617203981	0.467538699487668	0.263506643370043	0.467538699487668	AMOTL2
ENSG00000183615	1.54892871662139e-08	7.39659018913671e-06	-3.83167639115728	0.677446941050811	5.1403246301308	5.1822808690771	0.0789299383522772	1.75680749340413	0.316741925085211	1.75680749340413	FAM167B
ENSG00000120885	1.66555272358853e-08	7.7262611486238e-06	3.05467831807204	0.541266575563148	3.57800336644976	3.29848746354098	0.0867227202391077	1.08515530304832	0.945049989679989	1.08515530304832	CLU
ENSG00000064225	1.82980715401619e-08	8.25243026461302e-06	-2.12562704723609	0.377730276571746	6.50142496153623	1.6002759843212	0.00559014294524755	0.565130504410624	0.127872664657535	0.565130504410624	ST3GAL6
ENSG00000046653	1.89654021126527e-08	8.32222347840621e-06	-4.55542913946946	0.81040396228647	6.2504850021775	7.35529599015559	0.0403927078657733	2.58662562049267	0.140868257502378	2.58662562049267	GPM6B
ENSG00000136854	2.12049555258208e-08	8.60709144793066e-06	-1.12768898612103	0.20130575226165	8.60860795578144	0.451780363227466	0.00266700849924249	0.159429015075272	0.103067590228898	0.159429015075272	STXBP1
ENSG00000148180	2.11548779153743e-08	8.60709144793066e-06	-1.65805999342796	0.295961570516177	9.66313828329357	0.976624696791711	0.000314447036788369	0.350058557852821	0.111814472830097	0.350058557852821	GSN
ENSG00000164684	2.06843087600047e-08	8.60709144793066e-06	-3.10061061921371	0.553070299853317	4.09203152333408	3.41364101582547	0.120685332975773	1.10286169334358	0.777547316536726	1.10286169334358	ZNF704
ENSG00000168685	2.32120375084196e-08	9.19196685333415e-06	3.04393887913154	0.544905388245895	2.9176058384325	3.25058680608625	0.134334482482554	1.00302302401194	1.05335304607508	1.05335304607508	IL7R
ENSG00000171206	2.4447786989269e-08	9.45081594185169e-06	1.14774405626222	0.205793662952213	5.90414407068364	0.461436334447831	0.00366574392111492	0.157281256758395	0.165738382924041	0.165738382924041	TRIM8
ENSG00000165716	3.00361411773145e-08	1.13410880966251e-05	-2.33920663702096	0.422146050724733	6.48474128581074	1.95840101199123	0.0052524265131613	0.707576726056796	0.12852875993595	0.707576726056796	FAM69B
ENSG00000197535	3.85980161366584e-08	1.4242667954427e-05	-1.35985788414675	0.247375110154565	8.05991555324007	0.66548813813172	0.00141114785023156	0.243366632645702	0.103697372877509	0.243366632645702	MYO5A
ENSG00000108784	4.14159835924841e-08	1.49428868801683e-05	-1.04766968507458	0.191016595244174	6.2360879349077	0.375015696020711	0.00424084637487869	0.119810388391059	0.141708512259828	0.141708512259828	NAGLU
ENSG00000163661	4.5346908181645e-08	1.56927729255782e-05	3.799931057716	0.69485688846235	4.51207605711234	5.21522201658633	0.0574449842850585	1.87385939748926	0.565073567757091	1.87385939748926	PTX3
ENSG00000179241	4.54274653549012e-08	1.56927729255782e-05	-1.4014999580404	0.256293580299139	6.78321237465538	0.709455181465428	0.00110642882235691	0.261639168387848	0.11967769741321	0.261639168387848	LDLRAD3
ENSG00000188467	5.15998543750875e-08	1.74536507423734e-05	-7.23876040912292	1.32925984994488	5.45216499734896	18.9813082916454	0.0835540998846154	6.98417289481727	0.237253047452748	6.98417289481727	SLC24A5
ENSG00000125931	5.33752246335103e-08	1.76857172887688e-05	-2.8562210742788	0.525071160478093	5.26243410080981	2.95745750640173	0.0403081570348513	1.0624907372284	0.283783118491295	1.0624907372284	CITED1
ENSG00000064666	5.66929980402719e-08	1.84093503236371e-05	1.28293734665028	0.236314966320969	7.04273047122703	0.597516340787421	0.00189433517772588	0.221484718051396	0.113251806125888	0.221484718051396	CNN2
ENSG00000115425	9.5369002823512e-08	3.03610025459322e-05	-1.31550255087796	0.24656424988777	5.58660809690705	0.636058783654096	0.00609482967642908	0.237080887614445	0.209607971018911	0.237080887614445	PECR
ENSG00000108854	1.0200744921197e-07	3.18498643347219e-05	1.25159024090411	0.235123828546955	6.61535771907944	0.57670813344368	0.00200213765065525	0.219130721351656	0.124075833601193	0.219130721351656	SMURF2
ENSG00000129474	1.13816840526985e-07	3.48666079772853e-05	1.68053743968574	0.316893763926252	4.90118855711979	1.01527034271529	0.0118678379429599	0.360805379645659	0.389818792518429	0.389818792518429	AJUBA
